상품ID(내부용),상품명,카테고리,판매가,재고수량,옵션명1,옵션값1,옵션명2,옵션값2,브랜드,모델명,바코드,상세설명,대표이미지URL,추가이미지URL1,배송비,배송방법,원산지,제조사,과세구분,판매상태,전시상태,상품ID
173,[URBANWEAR] 더미 상품 173 (베이지/270),반려동물 > 강아지용품 > 사료,135000,106,색상,베이지,사이즈,270,URBANWEAR,MDL-0173,880131668779,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 173 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: 270, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,독일,URBANWEAR 제조사,과세,품절,전시안함,12708917974
174,[HOMEPLUS] 더미 상품 174 (그레이/XL),패션의류 > 하의 > 청바지,25000,70,색상,그레이,사이즈,XL,HOMEPLUS,MDL-0174,880609372404,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 174 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: XL, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,미국,HOMEPLUS 제조사,면세,품절,전시안함,12708918039
177,[GREENPET] 더미 상품 177 (그레이/S),패션의류 > 상의 > 티셔츠,33500,97,색상,그레이,사이즈,S,GREENPET,MDL-0177,880547797679,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 177 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: S, 카테고리: 패션의류 > 상의 > 티셔츠.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,국산,GREENPET 제조사,면세,판매중,전시중,12708918127
178,[TECHONE] 더미 상품 178 (베이지/250),패션의류 > 상의 > 티셔츠,121500,7,색상,베이지,사이즈,250,TECHONE,MDL-0178,880335030009,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 178 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: 250, 카테고리: 패션의류 > 상의 > 티셔츠.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,국산,TECHONE 제조사,과세,품절,전시중,12708918204
179,[COOKMASTER] 더미 상품 179 (네이비/270),디지털/가전 > 모니터,58000,19,색상,네이비,사이즈,270,COOKMASTER,MDL-0179,880349257510,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 179 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: 270, 카테고리: 디지털/가전 > 모니터.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,일본,COOKMASTER 제조사,과세,품절,전시안함,12708918276
180,[STARLINE] 더미 상품 180 (화이트/L),디지털/가전 > 노트북,93000,103,색상,화이트,사이즈,L,STARLINE,MDL-0180,880210107204,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 180 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: L, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,독일,STARLINE 제조사,면세,판매중,전시안함,12708918358
181,[URBANWEAR] 더미 상품 181 (블랙/260),패션의류 > 하의 > 청바지,111500,133,색상,블랙,사이즈,260,URBANWEAR,MDL-0181,880962286250,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 181 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: 260, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,미국,URBANWEAR 제조사,면세,판매중,전시안함,12708918425
184,[GREENPET] 더미 상품 184 (화이트/250),반려동물 > 강아지용품 > 사료,38500,196,색상,화이트,사이즈,250,GREENPET,MDL-0184,880470100922,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 184 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: 250, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,일본,GREENPET 제조사,면세,품절,전시안함,12708918520
185,[STARLINE] 더미 상품 185 (블랙/250),디지털/가전 > 노트북,42000,48,색상,블랙,사이즈,250,STARLINE,MDL-0185,880812988556,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 185 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: 250, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,일본,STARLINE 제조사,면세,판매중,전시중,12708918614
186,[GREENPET] 더미 상품 186 (네이비/L),패션잡화 > 가방 > 백팩,125000,64,색상,네이비,사이즈,L,GREENPET,MDL-0186,880594028090,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 186 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: L, 카테고리: 패션잡화 > 가방 > 백팩.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,독일,GREENPET 제조사,면세,품절,전시중,12708918676
188,[GREENPET] 더미 상품 188 (그레이/250),반려동물 > 강아지용품 > 사료,45000,167,색상,그레이,사이즈,250,GREENPET,MDL-0188,880328558758,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 188 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: 250, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,국산,GREENPET 제조사,과세,판매중,전시안함,12708918738
189,[STARLINE] 더미 상품 189 (화이트/XL),디지털/가전 > 모니터,92000,122,색상,화이트,사이즈,XL,STARLINE,MDL-0189,880705845142,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 189 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: XL, 카테고리: 디지털/가전 > 모니터.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,택배,베트남,STARLINE 제조사,과세,판매중,전시안함,12708918852
192,[STARLINE] 더미 상품 192 (네이비/L),반려동물 > 강아지용품 > 사료,18500,163,색상,네이비,사이즈,L,STARLINE,MDL-0192,880631145483,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 192 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: L, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,일본,STARLINE 제조사,과세,품절,전시안함,12708918943
194,[HOMEPLUS] 더미 상품 194 (레드/M),패션의류 > 하의 > 청바지,126500,68,색상,레드,사이즈,M,HOMEPLUS,MDL-0194,880249835798,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 194 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: M, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,택배,독일,HOMEPLUS 제조사,과세,판매중,전시중,12708919019
195,[HOMEPLUS] 더미 상품 195 (블랙/250),반려동물 > 강아지용품 > 사료,62500,121,색상,블랙,사이즈,250,HOMEPLUS,MDL-0195,880647402892,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 195 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: 250, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,택배,독일,HOMEPLUS 제조사,과세,판매중,전시중,12708919070
196,[HOMEPLUS] 더미 상품 196 (레드/250),디지털/가전 > 노트북,137000,126,색상,레드,사이즈,250,HOMEPLUS,MDL-0196,880156319499,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 196 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: 250, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,택배,독일,HOMEPLUS 제조사,면세,판매중,전시안함,12708919170
197,[TECHONE] 더미 상품 197 (블랙/260),반려동물 > 강아지용품 > 사료,93500,135,색상,블랙,사이즈,260,TECHONE,MDL-0197,880470200142,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 197 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: 260, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,미국,TECHONE 제조사,면세,판매중,전시중,12708919246
199,[STARLINE] 더미 상품 199 (베이지/M),디지털/가전 > 노트북,68500,57,색상,베이지,사이즈,M,STARLINE,MDL-0199,880288854237,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 199 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: M, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,미국,STARLINE 제조사,면세,품절,전시중,12708919306
200,[STARLINE] 더미 상품 200 (네이비/250),패션의류 > 하의 > 청바지,143000,134,색상,네이비,사이즈,250,STARLINE,MDL-0200,880539118970,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 200 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: 250, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,베트남,STARLINE 제조사,면세,판매중,전시중,12708919378
201,[HOMEPLUS] 더미 상품 201 (화이트/S),패션의류 > 상의 > 티셔츠,24500,199,색상,화이트,사이즈,S,HOMEPLUS,MDL-0201,880578005439,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 201 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: S, 카테고리: 패션의류 > 상의 > 티셔츠.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,독일,HOMEPLUS 제조사,면세,품절,전시중,12708919470
202,[STARLINE] 더미 상품 202 (블랙/270),디지털/가전 > 노트북,138000,50,색상,블랙,사이즈,270,STARLINE,MDL-0202,880162872673,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 202 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: 270, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,베트남,STARLINE 제조사,면세,품절,전시중,12708919537
204,[STARLINE] 더미 상품 204 (화이트/FREE),반려동물 > 강아지용품 > 사료,71500,125,색상,화이트,사이즈,FREE,STARLINE,MDL-0204,880675065046,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 204 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: FREE, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,국산,STARLINE 제조사,과세,판매중,전시안함,12708919612
205,[STARLINE] 더미 상품 205 (그레이/M),패션의류 > 하의 > 청바지,80500,33,색상,그레이,사이즈,M,STARLINE,MDL-0205,880153289894,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 205 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: M, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,택배,베트남,STARLINE 제조사,과세,품절,전시중,12708919737
206,[HOMEPLUS] 더미 상품 206 (네이비/L),디지털/가전 > 모니터,69000,149,색상,네이비,사이즈,L,HOMEPLUS,MDL-0206,880773021588,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 206 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: L, 카테고리: 디지털/가전 > 모니터.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,독일,HOMEPLUS 제조사,과세,품절,전시안함,12708919797
207,[COOKMASTER] 더미 상품 207 (화이트/250),반려동물 > 강아지용품 > 사료,73500,73,색상,화이트,사이즈,250,COOKMASTER,MDL-0207,880316631073,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 207 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: 250, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,베트남,COOKMASTER 제조사,면세,품절,전시중,12708919889
208,[NAVYFOX] 더미 상품 208 (그레이/270),패션잡화 > 가방 > 백팩,83000,102,색상,그레이,사이즈,270,NAVYFOX,MDL-0208,880128974853,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 208 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: 270, 카테고리: 패션잡화 > 가방 > 백팩.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,중국,NAVYFOX 제조사,과세,품절,전시안함,12708919960
209,[COOKMASTER] 더미 상품 209 (그레이/FREE),반려동물 > 강아지용품 > 사료,118000,122,색상,그레이,사이즈,FREE,COOKMASTER,MDL-0209,880601607399,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 209 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: FREE, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,택배,미국,COOKMASTER 제조사,면세,품절,전시안함,12708920058
210,[TECHONE] 더미 상품 210 (네이비/260),패션잡화 > 가방 > 백팩,6500,78,색상,네이비,사이즈,260,TECHONE,MDL-0210,880222599298,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 210 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: 260, 카테고리: 패션잡화 > 가방 > 백팩.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,미국,TECHONE 제조사,과세,판매중,전시안함,12708920139
211,[NAVYFOX] 더미 상품 211 (그레이/XL),반려동물 > 강아지용품 > 사료,110000,119,색상,그레이,사이즈,XL,NAVYFOX,MDL-0211,880364182338,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 211 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: XL, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,독일,NAVYFOX 제조사,면세,품절,전시중,12708920218
