행번호,상품ID(내부용),상품명,카테고리,판매가,재고수량,옵션명1,옵션값1,옵션명2,옵션값2,브랜드,모델명,바코드,상세설명,대표이미지URL,추가이미지URL1,배송비,배송방법,원산지,제조사,과세구분,판매상태,전시상태,상품ID
121,120,[STARLINE] 더미 상품 120 (레드/250),디지털/가전 > 모니터,145500,164,색상,레드,사이즈,250,STARLINE,MDL-0120,880204525514,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 120 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: 250, 카테고리: 디지털/가전 > 모니터.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,중국,STARLINE 제조사,면세,판매중,전시중,,12706819190
122,121,[MOON] 더미 상품 121 (레드/260),디지털/가전 > 노트북,131000,145,색상,레드,사이즈,260,MOON,MDL-0121,880646765294,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 121 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: 260, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,미국,MOON 제조사,면세,품절,전시중,,12706819262
123,122,[STARLINE] 더미 상품 122 (베이지/XL),디지털/가전 > 노트북,30000,30,색상,베이지,사이즈,XL,STARLINE,MDL-0122,880145627221,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 122 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: XL, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,중국,STARLINE 제조사,면세,판매중,전시중,,12706819340
124,123,[HOMEPLUS] 더미 상품 123 (네이비/XL),식품 > 과자/간식 > 과자,78000,113,색상,네이비,사이즈,XL,HOMEPLUS,MDL-0123,880898580993,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 123 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: XL, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,중국,HOMEPLUS 제조사,과세,판매중,전시중,,12706819417
125,124,[URBANWEAR] 더미 상품 124 (그레이/FREE),패션의류 > 하의 > 청바지,6000,50,색상,그레이,사이즈,FREE,URBANWEAR,MDL-0124,880386688310,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 124 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: FREE, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,일본,URBANWEAR 제조사,면세,품절,전시중,,12706819493
126,125,[TECHONE] 더미 상품 125 (화이트/M),식품 > 과자/간식 > 과자,86500,58,색상,화이트,사이즈,M,TECHONE,MDL-0125,880545881823,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 125 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: M, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,택배,독일,TECHONE 제조사,과세,품절,전시안함,,12706819557
127,126,[GREENPET] 더미 상품 126 (베이지/XL),생활/주방 > 주방용품 > 프라이팬,86500,105,색상,베이지,사이즈,XL,GREENPET,MDL-0126,880109755833,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 126 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: XL, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,택배,국산,GREENPET 제조사,면세,품절,전시중,,12706819645
128,127,[HOMEPLUS] 더미 상품 127 (네이비/L),패션의류 > 상의 > 티셔츠,105500,88,색상,네이비,사이즈,L,HOMEPLUS,MDL-0127,880936770769,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 127 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: L, 카테고리: 패션의류 > 상의 > 티셔츠.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,독일,HOMEPLUS 제조사,면세,품절,전시중,,12706819730
129,128,[STARLINE] 더미 상품 128 (화이트/M),패션잡화 > 가방 > 백팩,64000,176,색상,화이트,사이즈,M,STARLINE,MDL-0128,880998532675,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 128 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: M, 카테고리: 패션잡화 > 가방 > 백팩.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,CJ대한통운,국산,STARLINE 제조사,면세,판매중,전시안함,,12706819791
130,129,[GREENPET] 더미 상품 129 (네이비/XL),식품 > 과자/간식 > 과자,70000,20,색상,네이비,사이즈,XL,GREENPET,MDL-0129,880886608888,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 129 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: XL, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,중국,GREENPET 제조사,면세,판매중,전시중,,12706819869
131,130,[COOKMASTER] 더미 상품 130 (네이비/M),패션의류 > 하의 > 청바지,120500,171,색상,네이비,사이즈,M,COOKMASTER,MDL-0130,880849893505,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 130 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: M, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,일본,COOKMASTER 제조사,면세,품절,전시중,,12706819943
132,131,[COOKMASTER] 더미 상품 131 (네이비/250),패션의류 > 하의 > 청바지,77500,64,색상,네이비,사이즈,250,COOKMASTER,MDL-0131,880177716332,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 131 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: 250, 카테고리: 패션의류 > 하의 > 청바지.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,중국,COOKMASTER 제조사,면세,판매중,전시안함,,12706820004
133,132,[NAVYFOX] 더미 상품 132 (그레이/260),패션의류 > 상의 > 티셔츠,108000,43,색상,그레이,사이즈,260,NAVYFOX,MDL-0132,880150857301,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 132 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: 260, 카테고리: 패션의류 > 상의 > 티셔츠.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,미국,NAVYFOX 제조사,과세,품절,전시중,,12706820080
134,133,[HOMEPLUS] 더미 상품 133 (그레이/M),디지털/가전 > 노트북,22000,8,색상,그레이,사이즈,M,HOMEPLUS,MDL-0133,880508600289,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 133 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: M, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,중국,HOMEPLUS 제조사,면세,판매중,전시중,,12706820164
135,134,[HOMEPLUS] 더미 상품 134 (베이지/270),생활/주방 > 주방용품 > 프라이팬,81500,22,색상,베이지,사이즈,270,HOMEPLUS,MDL-0134,880992608882,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 134 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: 270, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,중국,HOMEPLUS 제조사,과세,품절,전시중,,12706820235
136,135,[COOKMASTER] 더미 상품 135 (베이지/L),패션잡화 > 가방 > 백팩,139500,192,색상,베이지,사이즈,L,COOKMASTER,MDL-0135,880604985914,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 135 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: L, 카테고리: 패션잡화 > 가방 > 백팩.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,택배,독일,COOKMASTER 제조사,과세,품절,전시안함,,12706820303
137,136,[GREENPET] 더미 상품 136 (베이지/M),디지털/가전 > 노트북,147000,5,색상,베이지,사이즈,M,GREENPET,MDL-0136,880299641615,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 136 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: M, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,중국,GREENPET 제조사,과세,판매중,전시안함,,12706820382
138,137,[URBANWEAR] 더미 상품 137 (베이지/270),디지털/가전 > 모니터,7000,59,색상,베이지,사이즈,270,URBANWEAR,MDL-0137,880492201579,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 137 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: 270, 카테고리: 디지털/가전 > 모니터.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,미국,URBANWEAR 제조사,과세,품절,전시중,,12706820428
139,138,[MOON] 더미 상품 138 (화이트/260),식품 > 과자/간식 > 과자,88500,3,색상,화이트,사이즈,260,MOON,MDL-0138,880592145569,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 138 입니다.
실제 판매용이 아닙니다.
색상: 화이트, 사이즈: 260, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,독일,MOON 제조사,과세,품절,전시안함,,12706820514
140,139,[MOON] 더미 상품 139 (그레이/S),디지털/가전 > 노트북,148000,121,색상,그레이,사이즈,S,MOON,MDL-0139,880325428046,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 139 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: S, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,미국,MOON 제조사,면세,판매중,전시안함,,12706820599
141,140,[MOON] 더미 상품 140 (레드/260),디지털/가전 > 모니터,59000,75,색상,레드,사이즈,260,MOON,MDL-0140,880495494663,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 140 입니다.
실제 판매용이 아닙니다.
색상: 레드, 사이즈: 260, 카테고리: 디지털/가전 > 모니터.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,독일,MOON 제조사,과세,품절,전시중,,12706820677
142,141,[GREENPET] 더미 상품 141 (네이비/L),패션의류 > 상의 > 티셔츠,45500,170,색상,네이비,사이즈,L,GREENPET,MDL-0141,880724463896,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 141 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: L, 카테고리: 패션의류 > 상의 > 티셔츠.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,베트남,GREENPET 제조사,면세,품절,전시안함,,12706820736
143,142,[COOKMASTER] 더미 상품 142 (네이비/S),디지털/가전 > 모니터,46500,36,색상,네이비,사이즈,S,COOKMASTER,MDL-0142,880241326173,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 142 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: S, 카테고리: 디지털/가전 > 모니터.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,중국,COOKMASTER 제조사,면세,판매중,전시안함,,12706820795
144,143,[HOMEPLUS] 더미 상품 143 (베이지/270),생활/주방 > 주방용품 > 프라이팬,20000,139,색상,베이지,사이즈,270,HOMEPLUS,MDL-0143,880421301755,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 143 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: 270, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,독일,HOMEPLUS 제조사,면세,판매중,전시안함,,12706820891
145,144,[STARLINE] 더미 상품 144 (네이비/S),식품 > 과자/간식 > 과자,96500,31,색상,네이비,사이즈,S,STARLINE,MDL-0144,880618499144,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 144 입니다.
실제 판매용이 아닙니다.
색상: 네이비, 사이즈: S, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,베트남,STARLINE 제조사,과세,판매중,전시중,,12706820954
146,145,[URBANWEAR] 더미 상품 145 (블랙/260),식품 > 과자/간식 > 과자,30500,122,색상,블랙,사이즈,260,URBANWEAR,MDL-0145,880614104676,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 145 입니다.
실제 판매용이 아닙니다.
색상: 블랙, 사이즈: 260, 카테고리: 식품 > 과자/간식 > 과자.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,독일,URBANWEAR 제조사,과세,판매중,전시중,,12706821016
147,146,[MOON] 더미 상품 146 (그레이/XL),생활/주방 > 주방용품 > 프라이팬,11000,107,색상,그레이,사이즈,XL,MOON,MDL-0146,880134346747,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 146 입니다.
실제 판매용이 아닙니다.
색상: 그레이, 사이즈: XL, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,중국,MOON 제조사,면세,품절,전시중,,12706821092
148,147,[MOON] 더미 상품 147 (베이지/FREE),반려동물 > 강아지용품 > 사료,56000,71,색상,베이지,사이즈,FREE,MOON,MDL-0147,880175151980,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 147 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: FREE, 카테고리: 반려동물 > 강아지용품 > 사료.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,일본,MOON 제조사,과세,판매중,전시안함,,12706821167
149,148,[COOKMASTER] 더미 상품 148 (베이지/250),디지털/가전 > 노트북,138500,112,색상,베이지,사이즈,250,COOKMASTER,MDL-0148,880186707857,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 148 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: 250, 카테고리: 디지털/가전 > 노트북.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,베트남,COOKMASTER 제조사,면세,품절,전시중,,12706821234
150,149,[STARLINE] 더미 상품 149 (베이지/XL),생활/주방 > 주방용품 > 프라이팬,54500,167,색상,베이지,사이즈,XL,STARLINE,MDL-0149,880869525018,"네이버 스마트스토어 상품자동등록 API 테스트용 더미 상품 149 입니다.
실제 판매용이 아닙니다.
색상: 베이지, 사이즈: XL, 카테고리: 생활/주방 > 주방용품 > 프라이팬.",https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,국산,STARLINE 제조사,과세,판매중,전시안함,,12706821304
