상품ID(내부용),상품명,카테고리,판매가,재고수량,옵션명1,옵션값1,옵션명2,옵션값2,브랜드,모델명,바코드,상세설명,대표이미지URL,추가이미지URL1,배송비,배송방법,원산지,제조사,과세구분,판매상태,전시상태,에러타입,에러메시지
413,[DIGIPRO] 더미 상품 413 (네이비/L),패션의류 > 상의 > 셔츠,59960,168,색상,네이비,사이즈,L,DIGIPRO,DIG53022,8860332639323,DIGIPRO 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,미국,DIGIPRO 제조사,면세,품절,전시중,VALIDATION_ERROR,"행 414: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 상의 > 셔츠'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
414,[STARLINE] 더미 상품 414 (화이트/FREE),반려동물 > 고양이용품 > 간식,86620,201,색상,화이트,사이즈,FREE,STARLINE,STA59963,8814624777868,STARLINE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,미국,STARLINE 제조사,과세,판매중,전시중,VALIDATION_ERROR,"행 415: 카테고리 매핑을 찾을 수 없습니다: '반려동물 > 고양이용품 > 간식'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
416,[FASHIONLAB] 더미 상품 416 (블랙/XL),생활/주방 > 주방용품 > 프라이팬,119860,276,색상,블랙,사이즈,XL,FASHIONLAB,FAS64995,8806372583957,FASHIONLAB 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,한진택배,베트남,FASHIONLAB 제조사,면세,판매중,전시안함,VALIDATION_ERROR,"행 417: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 주방용품 > 프라이팬'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
418,[NAVYFOX] 더미 상품 418 (블루/M),식품 > 과자/간식 > 과자,230690,178,색상,블루,사이즈,M,NAVYFOX,NAV26541,8872673596154,NAVYFOX 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,중국,NAVYFOX 제조사,면세,판매중,전시중,VALIDATION_ERROR,"행 419: 카테고리 매핑을 찾을 수 없습니다: '식품 > 과자/간식 > 과자'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
420,[URBANWEAR] 더미 상품 420 (블랙/L),디지털/가전 > 키보드,132020,7,색상,블랙,사이즈,L,URBANWEAR,URB80656,8871241061372,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,중국,URBANWEAR 제조사,면세,품절,전시중,VALIDATION_ERROR,"행 421: 카테고리 매핑을 찾을 수 없습니다: '디지털/가전 > 키보드'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
423,[GREENPET] 더미 상품 423 (레드/S),패션의류 > 상의 > 셔츠,225940,156,색상,레드,사이즈,S,GREENPET,GRE51250,8860451610017,GREENPET 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,미국,GREENPET 제조사,면세,품절,전시중,VALIDATION_ERROR,"행 424: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 상의 > 셔츠'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
430,[GREENPET] 더미 상품 430 (블랙/M),식품 > 밀키트 > 반조리,293730,252,색상,블랙,사이즈,M,GREENPET,GRE45492,8825928913186,GREENPET 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,중국,GREENPET 제조사,과세,품절,전시중,VALIDATION_ERROR,"행 431: 카테고리 매핑을 찾을 수 없습니다: '식품 > 밀키트 > 반조리'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
433,[FASHIONLAB] 더미 상품 433 (블루/L),식품 > 과자/간식 > 과자,177670,210,색상,블루,사이즈,L,FASHIONLAB,FAS52328,8855258768151,FASHIONLAB 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,베트남,FASHIONLAB 제조사,면세,품절,전시안함,VALIDATION_ERROR,"행 434: 카테고리 매핑을 찾을 수 없습니다: '식품 > 과자/간식 > 과자'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
434,[MOON] 더미 상품 434 (블랙/260),생활/주방 > 생활용품 > 청소도구,81110,100,색상,블랙,사이즈,260,MOON,MOO95237,8860059197129,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,베트남,MOON 제조사,과세,판매중,전시안함,VALIDATION_ERROR,"행 435: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 생활용품 > 청소도구'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
436,[FASHIONLAB] 더미 상품 436 (그린/S),패션의류 > 상의 > 셔츠,288970,106,색상,그린,사이즈,S,FASHIONLAB,FAS12921,8828920690334,FASHIONLAB 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,미국,FASHIONLAB 제조사,면세,품절,전시중,VALIDATION_ERROR,"행 437: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 상의 > 셔츠'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
438,[GREENPET] 더미 상품 438 (블랙/XL),디지털/가전 > 마우스,55280,39,색상,블랙,사이즈,XL,GREENPET,GRE39125,8820634432396,GREENPET 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,국산,GREENPET 제조사,면세,품절,전시중,VALIDATION_ERROR,"행 439: 카테고리 매핑을 찾을 수 없습니다: '디지털/가전 > 마우스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
439,[URBANWEAR] 더미 상품 439 (블랙/FREE),패션의류 > 하의 > 슬랙스,208510,191,색상,블랙,사이즈,FREE,URBANWEAR,URB60459,8812408997866,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,베트남,URBANWEAR 제조사,과세,판매중,전시중,VALIDATION_ERROR,"행 440: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 하의 > 슬랙스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
440,[MOON] 더미 상품 440 (화이트/S),생활/주방 > 생활용품 > 청소도구,79850,152,색상,화이트,사이즈,S,MOON,MOO66998,8816492821158,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,베트남,MOON 제조사,과세,품절,전시안함,VALIDATION_ERROR,"행 441: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 생활용품 > 청소도구'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
442,[DIGIPRO] 더미 상품 442 (레드/270),반려동물 > 고양이용품 > 간식,209310,194,색상,레드,사이즈,270,DIGIPRO,DIG82309,8872192252994,DIGIPRO 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,국산,DIGIPRO 제조사,과세,판매중,전시중,VALIDATION_ERROR,"행 443: 카테고리 매핑을 찾을 수 없습니다: '반려동물 > 고양이용품 > 간식'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
444,[GREENPET] 더미 상품 444 (레드/L),패션의류 > 하의 > 슬랙스,243100,193,색상,레드,사이즈,L,GREENPET,GRE20227,8878997173939,GREENPET 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,일본,GREENPET 제조사,과세,품절,전시중,VALIDATION_ERROR,"행 445: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 하의 > 슬랙스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
445,[MOON] 더미 상품 445 (네이비/270),생활/주방 > 생활용품 > 청소도구,44560,264,색상,네이비,사이즈,270,MOON,MOO44303,8829383002314,MOON 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,국산,MOON 제조사,과세,품절,전시중,VALIDATION_ERROR,"행 446: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 생활용품 > 청소도구'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
446,[FASHIONLAB] 더미 상품 446 (그레이/270),디지털/가전 > 마우스,282120,141,색상,그레이,사이즈,270,FASHIONLAB,FAS42731,8832202268311,FASHIONLAB 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,CJ대한통운,중국,FASHIONLAB 제조사,면세,품절,전시중,VALIDATION_ERROR,"행 447: 카테고리 매핑을 찾을 수 없습니다: '디지털/가전 > 마우스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
450,[URBANWEAR] 더미 상품 450 (그레이/FREE),반려동물 > 고양이용품 > 간식,15040,293,색상,그레이,사이즈,FREE,URBANWEAR,URB83869,8824054063828,URBANWEAR 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,한진택배,베트남,URBANWEAR 제조사,과세,품절,전시안함,VALIDATION_ERROR,"행 451: 카테고리 매핑을 찾을 수 없습니다: '반려동물 > 고양이용품 > 간식'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
452,[HOMEPLUS] 더미 상품 452 (화이트/XL),패션의류 > 상의 > 셔츠,135830,209,색상,화이트,사이즈,XL,HOMEPLUS,HOM69910,8811022429993,HOMEPLUS 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,일본,HOMEPLUS 제조사,면세,품절,전시중,VALIDATION_ERROR,"행 453: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 상의 > 셔츠'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
453,[COOKMASTER] 더미 상품 453 (화이트/M),생활/주방 > 수납/정리,295930,183,색상,화이트,사이즈,M,COOKMASTER,COO28697,8876232198198,COOKMASTER 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,한진택배,독일,COOKMASTER 제조사,과세,품절,전시안함,VALIDATION_ERROR,"행 454: 카테고리 매핑을 찾을 수 없습니다: '생활/주방 > 수납/정리'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
456,[TECHONE] 더미 상품 456 (블루/S),패션의류 > 하의 > 슬랙스,237730,70,색상,블루,사이즈,S,TECHONE,TEC32690,8880461303722,TECHONE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,중국,TECHONE 제조사,면세,판매중,전시중,VALIDATION_ERROR,"행 457: 카테고리 매핑을 찾을 수 없습니다: '패션의류 > 하의 > 슬랙스'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
459,[TECHONE] 더미 상품 459 (블랙/L),디지털/가전 > 키보드,67160,93,색상,블랙,사이즈,L,TECHONE,TEC22921,8854397935526,TECHONE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,롯데택배,독일,TECHONE 제조사,면세,품절,전시중,VALIDATION_ERROR,"행 460: 카테고리 매핑을 찾을 수 없습니다: '디지털/가전 > 키보드'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
460,[TECHONE] 더미 상품 460 (블루/250),디지털/가전 > 키보드,164900,217,색상,블루,사이즈,250,TECHONE,TEC18612,8886742702406,TECHONE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,2500,롯데택배,미국,TECHONE 제조사,면세,판매중,전시안함,VALIDATION_ERROR,"행 461: 카테고리 매핑을 찾을 수 없습니다: '디지털/가전 > 키보드'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
461,[TECHONE] 더미 상품 461 (레드/L),디지털/가전 > 키보드,152290,291,색상,레드,사이즈,L,TECHONE,TEC56052,8814387304640,TECHONE 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,0,롯데택배,베트남,TECHONE 제조사,면세,판매중,전시중,VALIDATION_ERROR,"행 462: 카테고리 매핑을 찾을 수 없습니다: '디지털/가전 > 키보드'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
462,[GREENPET] 더미 상품 462 (화이트/S),반려동물 > 고양이용품 > 간식,59840,282,색상,화이트,사이즈,S,GREENPET,GRE16500,8837615334640,GREENPET 더미 상품 상세 설명입니다. 테스트용 자동등록 데이터.,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,https://m.savoda.co.kr/web/product/big/202410/fba8c8cd5843c2394566028331c1abd4.jpg,3000,CJ대한통운,베트남,GREENPET 제조사,면세,판매중,전시중,VALIDATION_ERROR,"행 463: 카테고리 매핑을 찾을 수 없습니다: '반려동물 > 고양이용품 > 간식'. 엑셀 파일의 카테고리 컬럼을 숫자 ID로 변경하거나, 네이버 스마트스토어에서 확인한 정확한 카테고리 경로를 사용하세요."
